Neighborhood,Status,Summary,Address,Created at Local,Acknowledged at Local,Closed at Local,Time
,Archived,P-WORKS: Cut Right-Of-Way,"Bartlett St Macon, GA, 31204, USA",07/16/2020  08:12 AM,07/16/2020  08:13 AM,09/15/2020  06:13 AM,60.91736111
,Archived,ADS: Garbage Cart Replacement,"1042 Crescent Ave Macon, GA, 31204, USA",07/16/2020  08:57 AM,08/09/2020  03:54 PM,10/23/2020  03:14 PM,99.26180556
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"294 Buford Pl Macon, GA, 31204, USA",07/16/2020  10:37 AM,07/23/2020  09:13 AM,10/12/2020  04:45 PM,88.25555556
V,Archived,Animal Welfare: Cruelty,"2522 English Ave Macon, GA 31204, USA",07/16/2020  10:54 AM,07/16/2020  11:27 AM,07/16/2020  02:15 PM,0.139583333
,Archived,ADS: Garbage Cart,"3148 Georgia Pl Macon, GA, 31204, USA",07/16/2020  11:04 AM,08/09/2020  03:49 PM,08/23/2020  08:27 PM,38.39097222
V,Archived,ADS: Garbage Cart Replacement,"218 Clisby Pl Macon, GA, 31204, USA",07/16/2020  11:46 AM,08/09/2020  03:45 PM,10/23/2020  02:56 PM,99.13194444
,Archived,ADS: Recycling Cart,"1611 Woodrow Pl Macon, GA, 31204, USA",07/16/2020  11:49 AM,08/09/2020  03:43 PM,08/23/2020  08:25 PM,38.35833333
V,Archived,ADS: Garbage Missed Pick-up,"2370 Vineville Ave Macon, GA 31204, USA",07/16/2020  12:42 PM,07/16/2020  12:58 PM,08/25/2020  01:35 PM,40.03680556
V,Archived,ADS: Garbage Missed Pick-up,"2652 Vineville Ave Macon GA 31204, United States",07/16/2020  06:51 PM,07/17/2020  12:05 PM,08/25/2020  01:37 PM,39.78194444
,Archived,ADS: Garbage Cart Replacement,"3375 Atkins Dr Macon, GA, 31204, USA",07/16/2020  11:09 PM,08/09/2020  03:40 PM,09/16/2020  09:54 AM,61.44791667
PH,Archived,P-WORKS: Alley - needs cleaning,"340 Rogers Pl Macon, GA 31204, USA",07/17/2020  08:53 AM,07/22/2020  04:47 PM,07/22/2020  04:47 PM,5.329166667
V,Archived,ADS: Garbage Cart,"313 Corbin Ave Macon, GA, 31204, USA",07/17/2020  10:09 AM,08/09/2020  03:33 PM,09/11/2020  04:34 PM,56.26736111
,Archived,P-WORKS: Cut Right-Of-Way,"Henderson Dr Macon, GA, 31204, USA",07/17/2020  11:02 AM,07/20/2020  06:45 AM,08/17/2020  08:52 AM,30.90972222
,Archived,ADS: Garbage Cart,"1407 Buena Vista Dr Macon, GA, 31204, USA",07/17/2020  01:00 PM,10/20/2020  12:36 PM,10/20/2020  12:36 PM,94.98333333
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2335 Clayton St Macon, GA, 31204, USA",07/17/2020  03:52 PM,07/23/2020  08:58 AM,10/12/2020  04:45 PM,87.03680556
,Archived,ADS: Garbage Missed Pick-up,"705 Thurmond Dr Macon, GA, 31204, USA",07/17/2020  08:49 PM,07/20/2020  09:54 AM,08/13/2020  03:26 PM,26.77569444
,Acknowledged,ADS: Garbage Cart,"1323 Crawford St Macon, GA, 31206, USA",07/18/2020  11:26 AM,08/10/2020  10:45 AM, ,#VALUE!
,Archived,ADS: Recycling Cart,"1323 Crawford St Macon, GA, 31206, USA",07/18/2020  11:27 AM,08/10/2020  10:44 AM,08/23/2020  08:25 PM,36.37361111
V,Archived,S-WASTE: Furniture/Appliances,"186 Clisby Pl Macon, GA 31204, USA",07/18/2020  12:55 PM,07/23/2020  08:52 AM,10/20/2020  09:58 AM,93.87708333
V,Archived,ADS: Recycling Cart,"2407 Carlton Way Macon, GA, 31204, USA",07/19/2020  10:47 AM,08/10/2020  01:44 PM,08/23/2020  08:19 PM,35.39722222
,Archived,ADS: Garbage Cart Replacement,"429 E Buford Rd Macon, GA, 31204, USA",07/19/2020  11:59 AM,08/13/2020  04:54 PM,11/09/2020  10:34 AM,112.9409722
,Archived,Boxes and trash ,"705 Thurmond Dr Macon, GA, 31204, USA",07/20/2020  12:14 AM,07/20/2020  11:49 AM,10/12/2020  04:46 PM,84.68888889
V,Archived,ADS: Garbage Cart,"2441 Clayton St Macon, GA, 31204, USA",07/20/2020  06:57 AM,08/10/2020  07:50 AM,09/15/2020  12:36 PM,57.23541667
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2504 Nancelon Cir S Macon, GA, 31204, USA",07/20/2020  09:12 AM,07/20/2020  09:27 AM,10/12/2020  04:46 PM,84.31527778
,Archived,ADS: Garbage Cart Replacement,"531 Rogers Dr Macon, GA, 31204, USA",07/20/2020  09:38 AM,08/10/2020  07:43 AM,10/11/2020  05:12 PM,83.31527778
,Archived,P-WORKS: Litter,"2794 Napier Ave Macon, GA, 31204, USA",07/20/2020  05:00 PM,07/20/2020  05:16 PM,07/21/2020  03:17 PM,0.928472222
,Archived,Yard debris,"749-799 Lee Rd Macon, GA, 31204, USA",07/20/2020  05:35 PM,07/21/2020  04:12 PM,10/12/2020  04:46 PM,83.96597222
,Archived,S-WASTE: Illegal dumping,"3364 Roff Ave Macon, GA, 31204, USA",07/20/2020  05:43 PM,07/23/2020  08:30 AM,10/22/2020  01:11 PM,93.81111111
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2965 Crestline Dr Macon, GA, 31204, USA",07/20/2020  07:17 PM,07/23/2020  08:28 AM,10/12/2020  04:47 PM,83.89583333
V,Open,TRAFFIC ENG: Study Request,"130 Clisby Pl Macon, GA 31204, USA",07/20/2020  08:47 PM, , ,#VALUE!
V,Archived,ADS: Recycling Cart,"2432 Vineville Ave Macon, GA, 31204, USA",07/21/2020  08:34 AM,08/10/2020  10:12 AM,08/23/2020  07:58 PM,33.475
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"186 Clisby Pl Macon, GA 31204, USA",07/21/2020  08:35 AM,07/23/2020  08:28 AM,10/12/2020  04:47 PM,83.34166667
V,Archived,ADS: Garbage Cart Replacement,"2548 Vineville Ave Macon, GA, 31204, USA",07/21/2020  09:06 AM,08/13/2020  04:41 PM,10/23/2020  10:17 AM,94.04930556
,Archived,S-WASTE: Illegal dumping,"2801-2841 Berry St Macon, GA, 31204, USA",07/21/2020  04:00 PM,07/23/2020  08:26 AM,10/22/2020  01:08 PM,92.88055556
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2462 Kingsley Dr Macon, GA 31204, USA",07/21/2020  04:13 PM,07/23/2020  08:26 AM,08/28/2020  08:29 AM,37.67777778
V,Archived,FACILITIES MGMT: Lighting,"2641 Stanislaus Plaza Macon GA 31204, United States",07/21/2020  10:26 PM,07/22/2020  08:15 AM,07/24/2020  07:50 AM,2.391666667
,Acknowledged,BEAUTIFICATION: Tree - Diseased and /or Dead,"595 Pinecrest Rd Macon, GA, 31204, USA",07/23/2020  09:13 AM,07/29/2020  07:39 AM, ,#VALUE!
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"186 Clisby Pl Macon, GA 31204, USA",07/23/2020  01:56 PM,10/05/2020  11:42 AM,10/12/2020  04:48 PM,81.11944444
,Archived,P-WORKS: Right-of-Way,"501–599 Captain Kell Dr Macon GA 31204, United States",07/23/2020  01:58 PM,07/23/2020  02:09 PM,07/23/2020  02:55 PM,0.039583333
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"Woodhaven Rd Macon, GA, 31204, USA",07/23/2020  05:52 PM, ,07/23/2020  05:53 PM,0.000694444
,Archived,ADS: Recycling Cart,"705 Thurmond Dr Macon, GA, 31204, USA",07/24/2020  01:12 AM,08/11/2020  03:04 PM,08/25/2020  03:21 PM,32.58958333
,Archived,ADS: Garbage Cart,"1160 Brentwood Ave Macon, GA, 31204, USA",07/24/2020  08:39 AM,08/18/2020  03:18 PM,09/15/2020  12:40 PM,53.16736111
V,Archived,ADS: Garbage Cart Replacement,"243 Buford Pl Macon, GA, 31204, USA",07/24/2020  11:18 AM,08/18/2020  03:10 PM,10/11/2020  05:37 PM,79.26319444
V,Archived,ADS: Garbage Cart Replacement,"353 Buford Pl Macon, GA, 31204, USA",07/24/2020  12:23 PM,08/18/2020  02:56 PM,10/11/2020  05:24 PM,79.20902778
,Acknowledged,ADS: Garbage Cart,"3325 Shaw Dr Macon, GA, 31204, USA",07/24/2020  02:15 PM,08/18/2020  11:09 AM, ,#VALUE!
,Archived,P-WORKS: Right-of-Way,"2436 Riverside Dr Macon, GA, 31204, USA",07/24/2020  02:26 PM,07/27/2020  08:22 AM,07/30/2020  08:14 AM,5.741666667
,Archived,ADS: Recycling Missed Pick-up,"2824 Sheffield Rd Macon GA 31204, United States",07/24/2020  05:59 PM,07/27/2020  06:34 AM,08/25/2020  03:37 PM,31.90138889
,Archived,ADS: Recycling Missed Pick-up,"730 Pierce Ave Macon, GA, 31204, USA",07/24/2020  06:27 PM,07/27/2020  06:35 AM,08/28/2020  06:59 AM,34.52222222
,Archived,ADS: Recycling Missed Pick-up,"2917 Pickett Rdg Macon, GA, 31204, USA",07/24/2020  06:42 PM,07/27/2020  06:36 AM,08/28/2020  07:07 AM,34.51736111
,Archived,ADS: Recycling Missed Pick-up,"2879 Pinewood Dr Macon GA 31204, United States",07/24/2020  11:40 PM,07/27/2020  06:39 AM,08/28/2020  07:21 AM,34.32013889
,Archived,ADS: Recycling Cart,"810 Windsor Rd Macon, GA 31204, USA",07/25/2020  09:40 AM,08/19/2020  08:18 AM,08/28/2020  07:26 AM,33.90694444
,Archived,ADS: Recycling Missed Pick-up,"579 Janice Pl Macon GA 31204, United States",07/25/2020  11:59 AM,07/27/2020  06:39 AM,08/28/2020  07:27 AM,33.81111111
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2569 Old Holton Rd Macon, GA, 31204, USA",07/25/2020  03:10 PM,08/28/2020  08:36 AM,08/28/2020  08:36 AM,33.72638889
,Archived,PROPERTY MAINT - Yards\Premises OR Vacant lot,"2960 Riverside Dr Macon GA 31204, United States",07/25/2020  11:04 PM,07/27/2020  07:08 AM,07/28/2020  07:51 AM,2.365972222
,Archived,ADS: Recycling Missed Pick-up,"2920 Pemberton Ct Macon, GA 31204, USA",07/26/2020  09:46 AM,07/27/2020  06:38 AM,08/28/2020  07:28 AM,32.90416667
,Archived,ADS: Recycling Missed Pick-up,"2817 Northwoods Dr S Macon, GA 31204, USA",07/26/2020  01:02 PM,07/27/2020  06:37 AM,08/28/2020  07:42 AM,32.77777778
,Archived,S-WASTE: Illegal dumping,"2780 Napier Ave Macon, GA, 31204, USA",07/26/2020  02:57 PM,09/14/2020  06:40 AM,09/14/2020  06:41 AM,49.65555556
,Archived,P-WORKS: Litter,"1391 Brentwood Ave Macon, GA, 31204, USA",07/26/2020  03:11 PM,07/27/2020  08:22 AM,08/04/2020  03:30 PM,9.013194444
PH,Archived,ADS: Garbage Missed Pick-up,"2119 Neal Ave Macon, GA, 31204, USA",07/27/2020  08:31 AM,07/27/2020  11:27 AM,08/28/2020  07:45 AM,31.96805556
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"Crestline Dr & Woodridge Dr Macon, GA, 31204, USA",07/27/2020  09:02 AM,08/28/2020  08:44 AM,10/12/2020  04:48 PM,77.32361111
V,Archived,ADS: Garbage Cart Replacement,"114 Cleveland Ave Macon, GA, 31204, USA",07/27/2020  09:20 AM,08/18/2020  02:48 PM,10/20/2020  08:58 AM,84.98472222
,Archived,S-WASTE: Illegal dumping,"Gardner St Macon, GA, 31204, USA",07/27/2020  01:51 PM,10/05/2020  11:07 AM,10/23/2020  09:23 AM,87.81388889
,Archived,P-WORKS: Alley - needs cleaning,"2322 Napier Ave Macon, GA, 31204, USA",07/27/2020  06:03 PM,07/28/2020  06:10 AM,08/10/2020  04:06 PM,13.91875
V,Acknowledged,P-WORKS: Streets,"313 Corbin Ave Macon, GA, 31204, USA",07/27/2020  06:50 PM,07/28/2020  02:02 PM, ,#VALUE!
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2473 Mcdonald Ave Macon, GA, 31204, USA",07/27/2020  07:01 PM,08/28/2020  08:37 AM,08/28/2020  08:38 AM,31.56736111
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"211 Buford Pl Macon GA 31204, United States",07/28/2020  10:50 AM, ,10/12/2020  04:48 PM,76.24861111
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"259 Buford Pl Macon GA 31204, United States",07/28/2020  01:14 PM, ,10/12/2020  04:48 PM,76.14861111
,Archived,S-WASTE: Furniture/Appliances,"2988 Victoria Cir Macon GA 31204, United States",07/29/2020  01:55 PM,09/25/2020  08:04 AM,09/28/2020  07:15 AM,60.72222222
PH,Archived,P-WORKS: Pot hole,"2161 Ferguson St Macon, GA, 31204, USA",07/29/2020  04:00 PM,07/30/2020  07:38 AM,07/30/2020  07:39 AM,0.652083333
PH,Archived,S-WASTE: Furniture/Appliances,"2161 Ferguson St Macon, GA, 31204, USA",07/29/2020  04:17 PM,09/08/2020  09:49 AM,09/08/2020  09:49 AM,40.73055556
,Archived,P-WORKS: Pot hole,"Hillcrest Blvd Macon, GA, 31204, USA",07/29/2020  05:02 PM,07/30/2020  07:38 AM,07/30/2020  07:39 AM,0.609027778
,Archived,P-WORKS: Alley - needs cleaning,"1231 Duncan Ave Macon, GA, 31201, USA",07/30/2020  01:27 PM,08/03/2020  08:11 AM,08/12/2020  12:29 PM,12.95972222
,Archived,ADS: Garbage Cart,"2716 Cherokee Ave Macon, GA, 31204, USA",07/30/2020  01:41 PM,08/21/2020  04:01 PM,09/15/2020  01:41 PM,47
,Acknowledged,ADS: Recycling Cart,"2748 Hillcrest Ave Macon, GA, 31204, USA",07/30/2020  05:49 PM,08/21/2020  03:47 PM, ,#VALUE!
,Archived,ADS: Garbage Missed Pick-up,"674 Lee Rd Macon, GA, 31204, USA",07/31/2020  12:06 PM,07/31/2020  02:19 PM,08/28/2020  01:45 PM,28.06875
,Archived,ADS: Garbage Missed Pick-up,"2673 Cherokee Ave Macon, GA, 31204, USA",07/31/2020  12:30 PM,08/03/2020  04:24 PM,08/28/2020  02:05 PM,28.06597222
,Archived,ADS: Garbage Missed Pick-up,"2866 Churchill St Macon GA 31204, United States",07/31/2020  02:15 PM,08/03/2020  04:23 PM,08/28/2020  02:06 PM,27.99375
,Archived,ADS: Recycling Cart,"2976 King Alfred Dr Macon, GA, 31204, USA",07/31/2020  02:24 PM,08/19/2020  05:06 PM,09/15/2020  12:35 PM,45.92430556
,Archived,ADS: Garbage Missed Pick-up,"674 Lee Rd Macon GA 31204, United States",07/31/2020  05:45 PM,08/03/2020  04:25 PM,08/28/2020  02:07 PM,27.84861111
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"3245 Seminole Ave Macon, GA, 31204, USA",07/31/2020  09:10 PM,10/05/2020  11:02 AM,10/12/2020  04:49 PM,72.81875
,Archived,PROPERTY MAINT - Yards\Premises OR Vacant lot,"640 Herring Dr Macon, GA, 31204, USA",08/01/2020  11:45 AM,08/06/2020  02:46 PM,09/24/2020  02:03 PM,54.09583333
,Archived,S-WASTE: Furniture/Appliances,"2841 Gwinette Dr Macon, GA, 31204, USA",08/01/2020  03:25 PM,10/05/2020  11:01 AM,10/28/2020  11:56 AM,87.85486111
,Archived,S-WASTE: Furniture/Appliances,"3017 Stuart Dr Macon GA 31204, United States",08/01/2020  03:54 PM,10/05/2020  11:01 AM,10/28/2020  11:56 AM,87.83472222
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"203 Buford Pl Macon, GA, 31204, USA",08/01/2020  04:52 PM,10/05/2020  11:01 AM,10/12/2020  04:49 PM,71.99791667
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2725 Vineville Ave Macon, GA, 31204, USA",08/02/2020  01:12 PM,10/05/2020  11:00 AM,10/12/2020  04:49 PM,71.15069444
,Archived,ADS: Recycling Missed Pick-up,"823 Fair Oaks Dr Macon, GA, 31204, USA",08/03/2020  09:15 AM,08/03/2020  04:36 PM,08/28/2020  02:09 PM,25.20416667
V,Archived,P-WORKS: Pot hole,"Carlton Way Macon, GA, 31204, USA",08/03/2020  11:28 AM,08/03/2020  11:28 AM,08/03/2020  11:30 AM,0.001388889
,Archived,Animal Welfare: Injured or Sick,"1849 Dannenberg Ave Macon GA 31201, United States",08/03/2020  01:19 PM,10/05/2020  07:26 AM,10/05/2020  07:26 AM,62.75486111
,Archived,P-WORKS: Cut Right-Of-Way,"461 Forest Hill Rd Macon, GA, 31210, USA",08/03/2020  01:24 PM,08/03/2020  04:18 PM,10/22/2020  04:56 PM,80.14722222
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"523 Pinecrest Rd Macon, GA, 31204, USA",08/03/2020  03:15 PM,08/28/2020  08:27 AM,08/28/2020  08:27 AM,24.71666667
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"186 Clisby Pl Macon, GA 31204, USA",08/03/2020  03:40 PM,10/05/2020  11:00 AM,10/12/2020  04:49 PM,70.04791667
,Archived,PROPERTY MAINT - Vacant\Abandoned\Dilapidated,"1423 Buena Vista Dr Macon, GA, 31204, USA",08/04/2020  06:04 AM, ,08/04/2020  08:07 AM,0.085416667
,Archived,ADS: Garbage Cart,"3038 Castlewoods Dr Macon, GA, 31204, USA",08/04/2020  08:34 AM,08/19/2020  04:13 PM,09/15/2020  01:57 PM,42.22430556
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2319 Clayton St Macon, GA, 31204, USA",08/04/2020  08:36 AM,10/05/2020  11:00 AM,10/12/2020  04:49 PM,69.34236111
,Archived,P-WORKS: Cut Right-Of-Way,"2554 S Nancelon Cir Macon GA 31204, United States",08/04/2020  09:27 AM,08/04/2020  09:30 AM,08/11/2020  04:56 PM,7.311805556
V,Archived,ADS: Garbage Missed Pick-up,"2743 Vineville Ave Macon, GA, 31204, USA",08/04/2020  12:02 PM,08/04/2020  02:21 PM,08/28/2020  03:29 PM,24.14375
,Archived,P-WORKS: Pot hole,"950 Hillcrest Blvd Macon, GA 31204, USA",08/04/2020  01:16 PM,08/04/2020  02:26 PM,08/05/2020  04:02 PM,1.115277778
,Archived,BEAUTIFICATION: Tree - Bent - Leaning,"Pierce Dr N Macon, GA, 31204, USA",08/04/2020  01:43 PM,08/06/2020  06:36 AM,08/24/2020  07:59 AM,19.76111111
,Archived,P-WORKS: Cut Right-Of-Way,"Burrus Rd Macon, GA, 31204, USA",08/04/2020  02:09 PM,08/04/2020  02:26 PM,08/20/2020  01:34 PM,15.97569444
,Archived,S-WASTE: Furniture/Appliances,"2721 Cowan Dr Macon, GA, 31204, USA",08/04/2020  02:12 PM,08/24/2020  12:35 PM,10/28/2020  11:57 AM,84.90625
V,Archived,P-WORKS: Barrels/Cones,"2368 Ingleside Ave Macon GA 31204, United States",08/04/2020  05:14 PM,08/05/2020  07:04 AM,09/16/2020  06:49 AM,42.56597222
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"793 Windsor Rd Macon, GA, 31204, USA",08/04/2020  05:28 PM,08/14/2020  10:24 AM,10/12/2020  04:49 PM,68.97291667
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"3744–3798 Bonita Pl Macon GA 31204, United States",08/04/2020  06:19 PM,08/14/2020  09:23 AM,10/12/2020  04:52 PM,68.93958333
,Archived,ADS: Garbage Cart Replacement,"1583 Colonial Dr Macon, GA, 31204, USA",08/06/2020  11:37 AM,08/19/2020  03:02 PM,10/23/2020  03:13 PM,78.15
,Archived,ADS: Recycling Cart,"1583 Colonial Dr Macon, GA, 31204, USA",08/06/2020  11:38 AM,08/21/2020  06:07 PM,09/15/2020  01:46 PM,40.08888889
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"540 Pinecrest Rd Macon GA 31204, United States",08/06/2020  12:02 PM,08/14/2020  09:06 AM,08/28/2020  08:28 AM,21.85138889
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"530 Pinecrest Rd Macon GA 31204, United States",08/06/2020  12:03 PM,08/12/2020  01:13 PM,08/28/2020  08:28 AM,21.85069444
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"523 Pinecrest Rd Macon GA 31204, United States",08/06/2020  12:04 PM,08/12/2020  01:11 PM,08/28/2020  08:28 AM,21.85
,Acknowledged,ADS: Garbage Cart,"3044 Castlewoods Dr Macon, GA, 31204, USA",08/06/2020  01:03 PM,08/13/2020  03:41 PM, ,#VALUE!
,Acknowledged,ADS: Recycling Cart,"3044 Castlewoods Dr Macon, GA, 31204, USA",08/06/2020  01:04 PM,08/13/2020  03:41 PM, ,#VALUE!
PH,Archived,P-WORKS: Pot hole,"Walnut St Macon, GA, 31204, USA",08/06/2020  02:59 PM,08/06/2020  02:59 PM,08/06/2020  03:02 PM,0.002083333
PH,Archived,P-WORKS: Pot hole,"395 Grant Ave Macon GA 31201, United States",08/07/2020  11:52 AM,08/10/2020  05:46 AM,08/10/2020  12:58 PM,3.045833333
V,Archived,ADS: Garbage Missed Pick-up,"222 Corbin Ave Macon, GA 31204, USA",08/07/2020  09:04 PM, ,08/10/2020  12:16 AM,2.133333333
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"3050 General Lee Rd Macon, GA, 31204, USA",08/07/2020  09:40 PM,08/11/2020  05:29 PM,10/12/2020  04:52 PM,65.8
V,Archived,ADS: Garbage Missed Pick-up,"2725 Vineville Ave Macon, GA, 31204, USA",08/08/2020  11:33 AM,08/10/2020  07:58 AM,08/28/2020  04:17 PM,20.19722222
,Acknowledged,ADS: Recycling Cart,"3063 Malvern Hill Dr Macon GA 31204, United States",08/08/2020  01:05 PM,08/21/2020  05:20 PM, ,#VALUE!
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"203 Buford Pl Macon, GA, 31204, USA",08/09/2020  09:12 PM,08/11/2020  01:11 PM,10/12/2020  04:53 PM,63.82013889
,Archived,FACILITIES MGMT: Traffic Signals & Signs,"3430-3498 Stinsonville Rd Macon, GA, 31204, USA",08/10/2020  08:40 AM,08/10/2020  08:50 AM,08/10/2020  11:53 AM,0.134027778
,Archived,ADS: Recycling Cart,"719 Forest Ridge Dr W Macon, GA, 31204, USA",08/10/2020  09:28 AM,08/10/2020  10:34 AM,08/23/2020  08:12 PM,13.44722222
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2685 Stanislaus Cir Macon GA 31204, United States",08/10/2020  01:30 PM,08/11/2020  01:09 PM,10/12/2020  04:53 PM,63.14097222
,Archived,BEAUTIFICATION: Safety Issue,"Napier Ave & Hendley St Macon, GA, 31204, USA",08/10/2020  02:03 PM,08/10/2020  02:45 PM,08/24/2020  07:53 AM,13.74305556
,Archived,Animal Welfare: Injured or Sick,"3058 General Lee Rd Macon, GA, 31204, USA",08/10/2020  02:12 PM,08/11/2020  01:08 PM,08/12/2020  05:41 PM,2.145138889
,Archived,Animal Welfare: Injured or Sick,"2952-3098 General Lee Rd Macon, GA, 31204, USA",08/10/2020  02:18 PM, ,08/12/2020  01:04 PM,1.948611111
,Archived,ADS: Garbage Cart Replacement,"3465 Glynn Ave Macon, GA, 31204, USA",08/10/2020  03:53 PM,08/21/2020  05:01 PM,09/16/2020  09:30 AM,36.73402778
,Archived,ADS: Garbage Cart Replacement,"2969 Stuart Dr Macon, GA, 31204, USA",08/11/2020  08:37 AM,09/17/2020  01:30 PM,11/09/2020  10:24 AM,90.07430556
PH,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"159 Ward St Macon, GA 31204, USA",08/11/2020  09:50 AM, ,08/11/2020  12:57 PM,0.129861111
,Archived,P-WORKS: Graffiti removal,"1877 Swan Dr Macon, GA, 31204, USA",08/11/2020  05:26 PM,08/12/2020  06:49 AM,09/01/2020  08:59 AM,20.64791667
,Archived,P-WORKS: Cut Right-Of-Way,"Ernest St & Gordon St Macon, GA, 31204, USA",08/12/2020  10:25 AM,08/12/2020  10:25 AM,09/14/2020  06:24 AM,32.83263889
,Archived,P-WORKS: Cut Right-Of-Way,"1137 Carling Ave Macon, GA, 31201, USA",08/12/2020  10:35 AM,08/12/2020  10:35 AM,11/23/2020  01:38 PM,103.1270833
V,Archived,P-WORKS: Cut Right-Of-Way,"Clayton St Macon, GA, 31204, USA",08/12/2020  12:53 PM,08/12/2020  02:53 PM,08/20/2020  06:32 AM,7.735416667
PH,Archived,P-WORKS: Cut Right-Of-Way,"Mutual Ave & Penn Ave Macon, GA, 31204, USA",08/12/2020  12:57 PM,08/12/2020  02:53 PM,10/22/2020  04:50 PM,71.16180556
,Archived,ADS: Garbage Cart,"3468 Shenandoah Dr Macon, GA, 31204, USA",08/12/2020  01:37 PM,09/17/2020  02:44 PM,09/17/2020  02:44 PM,36.04652778
,Acknowledged,ADS: Garbage Cart,"980 Patterson St Macon, GA, 31204, USA",08/12/2020  02:15 PM,09/17/2020  02:41 PM, ,#VALUE!
V,Archived,S-WASTE: Furniture/Appliances,"365 Rogers Ave Macon, GA 31204, USA",08/12/2020  03:13 PM,08/14/2020  09:00 AM,09/08/2020  10:00 AM,26.78263889
V,Acknowledged,ADS: Additional/Extra Garbage Cart,"2407 Carlton Way Macon, GA, 31204, USA",08/12/2020  08:29 PM,09/17/2020  02:38 PM, ,#VALUE!
,Archived,P-WORKS: Barrels/Cones,"2341 Parker Ave Macon, GA, 31204, USA",08/13/2020  10:53 AM,08/13/2020  12:29 PM,08/13/2020  03:26 PM,0.189583333
V,Archived,PROPERTY MAINT - Abandoned/ Inoperable/Junk Cars or Vehicles,"328 Rogers Ave Macon, GA, 31204, USA",08/13/2020  11:01 AM,08/17/2020  07:26 AM,09/24/2020  02:04 PM,42.12708333
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"351 Hines Terr Macon GA 31204, United States",08/13/2020  11:37 AM,08/14/2020  08:58 AM,10/12/2020  04:53 PM,60.21944444
V,Archived,S-WASTE: Furniture/Appliances,"264 Hines Terrace Macon, GA 31204, USA",08/13/2020  12:41 PM,08/14/2020  08:56 AM,08/14/2020  08:57 AM,0.844444444
V,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"264 Hines Terrace Macon, GA 31204, USA",08/13/2020  12:45 PM,08/14/2020  08:55 AM,10/28/2020  10:02 AM,75.88680556
,Archived,ADS: Recycling Missed Pick-up,"3233 Ridgeland Ave Macon, GA, 31204, USA",08/13/2020  02:52 PM,08/13/2020  03:11 PM,08/28/2020  04:39 PM,15.07430556
PH,Archived,P-WORKS: Pot hole,"325 Pursley St Macon GA 31201, United States",08/14/2020  05:04 PM,08/17/2020  06:23 AM,08/17/2020  01:01 PM,2.83125
,Archived,ADS: Recycling Missed Pick-up,"2966 King Alfred Dr Macon GA 31204, United States",08/14/2020  08:26 PM,08/17/2020  10:17 AM,09/09/2020  09:53 AM,25.56041667
,Archived,S-WASTE: Debris | Limbs | Yard Clippings | Bulky Waste,"2642 Northwoods Dr S Macon, GA, 31204, USA",08/14/2020  09:45 PM,08/17/2020  12:40 PM,10/28/2020  10:07 AM,74.51527778
V,Archived,ADS: Garbage Missed Pick-up,"2725 Vineville Ave Macon, GA, 31204, USA",08/15/2020  09:26 AM,08/17/2020  10:12 AM,09/09/2020  09:55 AM,25.02013889
